Product,Region,Year,Sales
Samsung Galaxy S23,North America - Central,2019,1761.66
Microsoft Surface Pro,North America - East,2023,9473.53
Ninja Air Fryer,Latin America - Southern,2020,274.76
Ray-Ban Aviators,Asia - Eastern,2021,260.56
GoPro Hero 11,Latin America - Southern,2022,2853.32
Microsoft Surface Pro,Europe - Northern,2023,3874.56
Ninja Air Fryer,Oceania - Australia,2023,641.99
AirPods Pro,Europe - Eastern,2022,2226.32
Breville Coffee Maker,Oceania - New Zealand,2021,281.92
Google Pixel 7,North America - West,2024,5901.37
Pottery Barn Dining Table,Latin America - Northern,2020,1195.11
Nespresso Vertuo,North America - East,2021,1766.07
Nike Air Force 1,Latin America - Northern,2023,261.94
Sony WH-1000XM5,Europe - Eastern,2021,1051.1
Roomba i7+,Africa - Western,2023,1626.12
MacBook Air M2,Europe - Southern,2022,4566.93
Sony WH-1000XM5,Oceania - Australia,2020,3727.67
Adidas Ultraboost,North America - West,2020,1039.69
Levi's 501 Jeans,Latin America - Central,2019,123.08
Canon EOS R6,Oceania - Australia,2022,14675.29
Nike Air Force 1,North America - East,2021,734.47
Samsung QLED TV,Europe - Eastern,2022,9292.42
Roomba i7+,Latin America - Northern,2021,1470.29
IKEA Billy Bookcase,Latin America - Southern,2024,278.25
AirPods Pro,Latin America - Central,2023,1683.01
PlayStation 5,Europe - Western,2023,3515.87
PlayStation 5,Europe - Northern,2022,602.6
iPad Pro,Africa - Western,2023,1412.24
Xbox Series X,Latin America - Southern,2023,3075.97
iPad Pro,Latin America - Central,2023,3691.94
KitchenAid Mixer,Africa - Western,2020,361.82
Rolex Submariner,Europe - Southern,2021,5181.23
Nintendo Switch OLED,Asia - Southeastern,2019,1694.45
Samsung QLED TV,Asia - Southern,2020,6938.88
Dell XPS 13,North America - East,2024,2048.23
Dyson V11 Vacuum,Middle East - Gulf,2023,2486.73
Apple Watch Series 8,Europe - Northern,2024,323.23
Adidas Ultraboost,North America - East,2019,747.43
Instant Pot Pro,Asia - Southern,2023,290.0
Dyson V11 Vacuum,Africa - Southern,2019,753.0
Google Pixel 7,Africa - Southern,2021,2658.56
Ninja Air Fryer,Asia - Southern,2021,597.36
Herman Miller Chair,Asia - Southeastern,2020,2870.58
Adidas Ultraboost,Europe - Northern,2023,235.26
Canon EOS R6,Latin America - Central,2020,7889.63
MacBook Air M2,Europe - Southern,2024,7837.65
Vitamix Blender,North America - Central,2020,1014.85
Samsung Galaxy S23,Africa - Southern,2019,561.41
Vitamix Blender,North America - West,2022,884.21
MacBook Air M2,Middle East - Levant,2021,5336.6
Xbox Series X,Middle East - Levant,2023,3988.86
IKEA Billy Bookcase,Latin America - Northern,2021,151.46
iPhone 14 Pro,Middle East - Gulf,2023,7913.87
MacBook Air M2,Africa - Eastern,2020,2832.34
Ninja Air Fryer,Europe - Eastern,2022,727.07
Pottery Barn Dining Table,Oceania - Australia,2019,980.38
GoPro Hero 11,Latin America - Northern,2019,1303.73
Canon EOS R6,Europe - Eastern,2023,19307.71
Samsung QLED TV,Oceania - New Zealand,2021,7819.14
Ray-Ban Aviators,Asia - Southeastern,2024,908.51
PlayStation 5,Europe - Eastern,2020,1906.08
iPhone 14 Pro,North America - East,2020,1271.33
Instant Pot Pro,Latin America - Central,2024,365.19
Dyson V11 Vacuum,Europe - Northern,2022,3221.51
Dyson V11 Vacuum,Africa - Southern,2021,1568.32
KitchenAid Mixer,North America - East,2022,1477.51
Microsoft Surface Pro,Middle East - Levant,2022,955.41
Herman Miller Chair,North America - Central,2023,5124.55
Canon EOS R6,Latin America - Northern,2020,14061.14
iPhone 14 Pro,Latin America - Northern,2021,1925.91
MacBook Air M2,Europe - Eastern,2023,1333.69
Adidas Ultraboost,Africa - Western,2022,513.95
PlayStation 5,Europe - Southern,2024,750.62
Nespresso Vertuo,Oceania - Australia,2022,349.4
Apple Watch Series 8,Africa - Western,2019,321.1
Sony WH-1000XM5,Africa - Western,2019,880.85
Dell XPS 13,North America - West,2023,14388.19
Nespresso Vertuo,Middle East - Levant,2021,125.0
Ninja Air Fryer,Oceania - New Zealand,2022,402.91
Samsung Galaxy S23,Latin America - Central,2024,1532.57
Nintendo Switch OLED,Middle East - Gulf,2020,3161.97
Roomba i7+,Middle East - Levant,2022,3977.68
Tempur-Pedic Mattress,Asia - Southeastern,2019,2851.1
Levi's 501 Jeans,Africa - Western,2020,32.56
Google Pixel 7,Middle East - Levant,2020,2393.74
Ninja Air Fryer,Europe - Northern,2022,557.63
MacBook Air M2,Africa - Eastern,2019,3701.25
Samsung QLED TV,Europe - Southern,2019,6462.93
Samsung QLED TV,Oceania - New Zealand,2021,7819.14
Instant Pot Pro,Latin America - Central,2024,365.19
KitchenAid Mixer,Oceania - New Zealand,2019,722.18
Samsung Galaxy S23,Asia - Southeastern,2020,1397.67
Google Pixel 7,Africa - Western,2022,2427.74
Breville Coffee Maker,Oceania - Australia,2022,2417.72
GoPro Hero 11,North America - East,2021,2991.91
Microsoft Surface Pro,North America - East,2022,4380.08
West Elm Sofa,Africa - Southern,2020,2443.39
IKEA Billy Bookcase,Africa - Western,2024,239.18
Breville Coffee Maker,Asia - Southeastern,2021,166.81
Lululemon Align Leggings,Latin America - Northern,2020,279.36
Microsoft Surface Pro,Europe - Southern,2023,6341.31
Nintendo Switch OLED,Europe - Southern,2022,2525.58
Apple Watch Series 8,Europe - Northern,2019,1273.8
IKEA Billy Bookcase,Middle East - Levant,2022,172.26
Ray-Ban Aviators,Europe - Northern,2023,109.95
Google Pixel 7,Latin America - Southern,2024,3392.24
Adidas Ultraboost,Asia - Southeastern,2019,690.35
MacBook Air M2,Asia - Eastern,2019,6591.67
KitchenAid Mixer,Latin America - Southern,2023,2271.21
Ray-Ban Aviators,Latin America - Southern,2021,429.68
Apple Watch Series 8,Europe - Eastern,2022,271.9
Ninja Air Fryer,Africa - Eastern,2020,45.09
Ray-Ban Aviators,Europe - Southern,2019,484.6
GoPro Hero 11,North America - West,2024,3151.15
Dell XPS 13,Africa - Southern,2023,4119.72
iPad Pro,North America - Central,2021,6389.15
Nespresso Vertuo,Africa - Eastern,2022,786.8
Breville Coffee Maker,Oceania - Australia,2022,2417.72
Rolex Submariner,Europe - Eastern,2022,19279.01
Instant Pot Pro,Africa - Southern,2019,457.57
Xbox Series X,Oceania - New Zealand,2020,3440.43
Xbox Series X,Europe - Northern,2019,3543.81
Herman Miller Chair,Africa - Eastern,2023,1816.31
MacBook Air M2,Asia - Eastern,2019,6591.67
KitchenAid Mixer,Latin America - Northern,2022,772.9
Samsung QLED TV,Oceania - New Zealand,2021,7819.14
Nike Air Force 1,Europe - Northern,2021,58.27
iPad Pro,Europe - Southern,2021,1182.94
West Elm Sofa,North America - Central,2020,6170.78
IKEA Billy Bookcase,Asia - Southern,2022,66.74
Samsung QLED TV,North America - West,2024,2056.76
Xbox Series X,Asia - Southeastern,2022,4479.73
LG OLED TV,Oceania - New Zealand,2019,8853.92
Dell XPS 13,Asia - Southeastern,2023,1066.94
Canon EOS R6,Latin America - Central,2021,11464.97
PlayStation 5,Asia - Eastern,2021,3013.48
Samsung Galaxy S23,Asia - Southern,2022,5118.21
Apple Watch Series 8,Europe - Western,2019,2351.12
Nespresso Vertuo,Europe - Southern,2019,425.05
Dyson V11 Vacuum,Oceania - New Zealand,2022,2589.03
AirPods Pro,Latin America - Northern,2020,133.32
Canon EOS R6,Oceania - New Zealand,2024,11627.74
Nespresso Vertuo,Asia - Eastern,2023,708.6
Roomba i7+,North America - Central,2019,4167.55
LG OLED TV,North America - West,2022,3836.35
Vitamix Blender,Europe - Southern,2023,2234.09
MacBook Air M2,North America - Central,2024,12445.82
KitchenAid Mixer,Oceania - Australia,2019,1342.43
KitchenAid Mixer,North America - Central,2024,3836.44
Lululemon Align Leggings,Latin America - Southern,2021,218.48
Dyson V11 Vacuum,Europe - Northern,2020,1850.6
AirPods Pro,Oceania - Australia,2024,2543.52
IKEA Billy Bookcase,Europe - Southern,2024,339.96
Xbox Series X,Asia - Southern,2023,3039.66
Google Pixel 7,Asia - Southeastern,2020,1347.27
Rolex Submariner,Latin America - Central,2022,6434.08
Herman Miller Chair,Europe - Southern,2024,10978.24
Ninja Air Fryer,Middle East - Gulf,2020,725.33
iPhone 14 Pro,Asia - Southeastern,2024,2418.6
MacBook Air M2,Oceania - New Zealand,2024,7328.59
LG OLED TV,Europe - Northern,2024,7206.97
Apple Watch Series 8,Latin America - Central,2019,312.44
Samsung Galaxy S23,Europe - Southern,2019,692.01
KitchenAid Mixer,Asia - Southeastern,2023,1757.45
Ninja Air Fryer,Europe - Northern,2020,590.09
Pottery Barn Dining Table,Europe - Eastern,2024,2497.45
Xbox Series X,Asia - Eastern,2019,2509.89
Ninja Air Fryer,North America - East,2021,339.86
West Elm Sofa,Africa - Western,2022,2546.44
Roomba i7+,Europe - Eastern,2024,3743.7
MacBook Air M2,Europe - Western,2022,4949.2
Nike Air Force 1,Europe - Northern,2023,78.08
Samsung QLED TV,Asia - Southeastern,2021,3208.86
PlayStation 5,Asia - Eastern,2019,1374.66
Xbox Series X,Asia - Eastern,2024,3889.0
Microsoft Surface Pro,Africa - Southern,2024,8168.2
Sony WH-1000XM5,Europe - Eastern,2019,2036.12
Adidas Ultraboost,Asia - Southeastern,2024,607.8
IKEA Billy Bookcase,Africa - Western,2020,202.5
AirPods Pro,Asia - Eastern,2024,1256.85
Lululemon Align Leggings,Europe - Eastern,2021,351.51
MacBook Air M2,Europe - Northern,2019,5922.26
Levi's 501 Jeans,Latin America - Central,2023,235.6
Nike Air Force 1,Africa - Eastern,2023,145.34
Instant Pot Pro,Middle East - Gulf,2023,277.88
AirPods Pro,North America - West,2024,1037.59
Sony WH-1000XM5,Europe - Eastern,2019,2036.12
AirPods Pro,Europe - Western,2020,2154.66
Microsoft Surface Pro,Middle East - Levant,2021,9515.86
Instant Pot Pro,Asia - Eastern,2022,253.77
Xbox Series X,North America - West,2019,3361.4
Samsung QLED TV,Asia - Southern,2020,6938.88
West Elm Sofa,Middle East - Levant,2023,11550.33
Microsoft Surface Pro,Oceania - Australia,2021,3200.27
GoPro Hero 11,Latin America - Northern,2019,1303.73
iPad Pro,Oceania - New Zealand,2022,2095.0
Rolex Submariner,Europe - Northern,2024,60596.76
Herman Miller Chair,Latin America - Central,2019,1962.91
Lululemon Align Leggings,Africa - Western,2019,155.05
Pottery Barn Dining Table,Middle East - Levant,2020,5643.18
Samsung QLED TV,Africa - Eastern,2019,3771.31
AirPods Pro,North America - East,2024,1314.17
AirPods Pro,Middle East - Levant,2023,978.19
Nintendo Switch OLED,Africa - Western,2019,1366.07
Nespresso Vertuo,Africa - Southern,2020,529.19
Microsoft Surface Pro,Europe - Eastern,2022,9806.56
LG OLED TV,Oceania - Australia,2023,11665.85
Canon EOS R6,Europe - Southern,2024,27878.75
Lululemon Align Leggings,Africa - Southern,2023,91.68
Samsung Galaxy S23,Middle East - Levant,2024,764.08
MacBook Air M2,Oceania - Australia,2022,1845.68
Levi's 501 Jeans,Europe - Western,2021,209.94
Sony WH-1000XM5,Europe - Northern,2022,2761.08
Breville Coffee Maker,Africa - Southern,2021,164.35
Vitamix Blender,Oceania - New Zealand,2022,1394.38
iPad Pro,Africa - Eastern,2023,3608.29
KitchenAid Mixer,Europe - Western,2021,2547.17
AirPods Pro,Africa - Western,2020,1308.41
Instant Pot Pro,Latin America - Southern,2021,491.76
iPhone 14 Pro,Oceania - New Zealand,2024,8030.7
KitchenAid Mixer,Middle East - Gulf,2024,4089.63
Vitamix Blender,North America - East,2023,2242.32
Samsung Galaxy S23,Europe - Western,2021,6766.26
LG OLED TV,Europe - Northern,2021,8386.84
PlayStation 5,Africa - Western,2019,1163.88
Samsung QLED TV,Europe - Western,2019,3165.36
Instant Pot Pro,Africa - Eastern,2024,481.59
Adidas Ultraboost,Africa - Southern,2020,298.53
Canon EOS R6,Middle East - Gulf,2022,21810.93
Samsung Galaxy S23,North America - Central,2020,7110.16
Microsoft Surface Pro,North America - East,2019,7891.31
Dyson V11 Vacuum,Oceania - Australia,2019,3394.19
Apple Watch Series 8,Latin America - Northern,2021,557.21
Dell XPS 13,North America - Central,2021,1176.31
Nintendo Switch OLED,Asia - Eastern,2020,255.64
iPhone 14 Pro,Europe - Eastern,2024,1976.57
Breville Coffee Maker,Europe - Northern,2023,1810.76
Levi's 501 Jeans,Latin America - Southern,2024,127.11
West Elm Sofa,Asia - Southern,2020,9211.15
Roomba i7+,North America - Central,2020,569.65
Sony WH-1000XM5,Europe - Northern,2024,4073.13
IKEA Billy Bookcase,Oceania - New Zealand,2024,69.98
LG OLED TV,Africa - Southern,2021,7450.68
Tempur-Pedic Mattress,Oceania - New Zealand,2019,10397.23
Apple Watch Series 8,Middle East - Levant,2019,417.78
Pottery Barn Dining Table,Middle East - Levant,2024,6095.54
GoPro Hero 11,Oceania - New Zealand,2021,1864.0
Ray-Ban Aviators,Asia - Southeastern,2023,77.89
Nike Air Force 1,Oceania - Australia,2021,119.55
iPhone 14 Pro,Europe - Eastern,2022,7071.23
Pottery Barn Dining Table,North America - East,2023,9368.04
MacBook Air M2,Europe - Eastern,2023,1333.69
Google Pixel 7,Africa - Eastern,2024,906.53
iPhone 14 Pro,Middle East - Gulf,2022,10137.2
KitchenAid Mixer,Asia - Southeastern,2020,1545.63
Dell XPS 13,Latin America - Northern,2024,2097.64
Samsung QLED TV,Africa - Southern,2023,3329.39
Ninja Air Fryer,Latin America - Central,2019,439.08
West Elm Sofa,Europe - Southern,2020,3363.24
Breville Coffee Maker,Europe - Northern,2019,959.44
Dyson V11 Vacuum,Europe - Eastern,2021,2169.03
AirPods Pro,Europe - Eastern,2024,1423.46
LG OLED TV,Africa - Southern,2019,8440.43
Roomba i7+,Latin America - Northern,2023,657.55
Adidas Ultraboost,Africa - Eastern,2024,134.59
Pottery Barn Dining Table,North America - East,2021,7166.96
Samsung Galaxy S23,Middle East - Gulf,2021,6350.99
Pottery Barn Dining Table,Asia - Southern,2024,2040.05
iPad Pro,North America - East,2019,2068.52
Ray-Ban Aviators,Europe - Eastern,2020,436.23
West Elm Sofa,Oceania - Australia,2019,7125.71
Apple Watch Series 8,Africa - Eastern,2022,791.13
Rolex Submariner,Europe - Northern,2024,60596.76
MacBook Air M2,Europe - Eastern,2024,7736.26
Ninja Air Fryer,Africa - Western,2021,56.96
Nespresso Vertuo,Europe - Western,2024,431.69
Apple Watch Series 8,Asia - Southern,2024,1804.53
LG OLED TV,Africa - Southern,2019,8440.43
Nike Air Force 1,Europe - Eastern,2021,419.54
Pottery Barn Dining Table,Asia - Southeastern,2023,1365.62
Apple Watch Series 8,Asia - Southern,2022,242.44
Ray-Ban Aviators,Europe - Eastern,2021,504.39
Dyson V11 Vacuum,Africa - Western,2024,1400.34
Google Pixel 7,Europe - Southern,2024,3316.58
GoPro Hero 11,Latin America - Northern,2019,1303.73
KitchenAid Mixer,Africa - Eastern,2020,1297.51
Vitamix Blender,Europe - Eastern,2021,546.46
AirPods Pro,Middle East - Levant,2019,1585.5
Adidas Ultraboost,Europe - Eastern,2021,93.75
KitchenAid Mixer,Europe - Eastern,2024,1738.82
Nintendo Switch OLED,Europe - Western,2019,1426.53
Herman Miller Chair,Africa - Eastern,2022,4288.36
MacBook Air M2,Middle East - Gulf,2020,4674.89
Ninja Air Fryer,Oceania - New Zealand,2022,402.91
West Elm Sofa,Latin America - Northern,2024,9003.4
Ray-Ban Aviators,North America - Central,2019,265.17
iPhone 14 Pro,Latin America - Northern,2020,2047.46
AirPods Pro,North America - East,2020,2248.44
GoPro Hero 11,Europe - Western,2020,1093.92
Microsoft Surface Pro,Middle East - Gulf,2023,15718.79
iPad Pro,Middle East - Levant,2020,2847.46
Dell XPS 13,Africa - Western,2019,3769.52
Pottery Barn Dining Table,Africa - Eastern,2021,2506.85
Nike Air Force 1,Asia - Southern,2019,182.68
Nespresso Vertuo,Africa - Southern,2024,868.9
Samsung Galaxy S23,Asia - Southeastern,2024,6927.42
GoPro Hero 11,North America - East,2024,2345.03
Apple Watch Series 8,North America - East,2021,508.07
Dyson V11 Vacuum,Latin America - Central,2020,1767.49
iPad Pro,Europe - Eastern,2019,7632.24
iPhone 14 Pro,Oceania - New Zealand,2020,2192.17
Nike Air Force 1,North America - Central,2024,575.9
Roomba i7+,Asia - Southeastern,2024,4865.82
Google Pixel 7,Africa - Southern,2024,4722.72
Rolex Submariner,Latin America - Southern,2023,25840.26
Tempur-Pedic Mattress,Latin America - Central,2024,5675.96
Nespresso Vertuo,North America - East,2020,559.34
Breville Coffee Maker,Middle East - Levant,2019,477.82
Samsung Galaxy S23,Oceania - Australia,2020,5331.59
Xbox Series X,Latin America - Northern,2023,1359.76
Tempur-Pedic Mattress,Europe - Western,2023,4173.27
Roomba i7+,Asia - Southern,2023,3454.84
Google Pixel 7,Middle East - Gulf,2020,3473.77
Xbox Series X,Europe - Southern,2022,539.09
PlayStation 5,Africa - Eastern,2024,1595.26
Lululemon Align Leggings,Europe - Western,2024,434.32
Canon EOS R6,North America - East,2024,20688.3
Sony WH-1000XM5,Africa - Southern,2019,1597.08
IKEA Billy Bookcase,Europe - Northern,2023,98.45
Dell XPS 13,Middle East - Levant,2019,5710.14
Levi's 501 Jeans,Asia - Southeastern,2020,37.09
Breville Coffee Maker,Europe - Eastern,2022,1660.36
Rolex Submariner,Europe - Western,2023,19124.18
Nintendo Switch OLED,Asia - Southeastern,2024,2650.62
Apple Watch Series 8,Africa - Eastern,2019,890.53
Samsung QLED TV,Europe - Southern,2020,2595.78
Nike Air Force 1,Europe - Eastern,2021,419.54
West Elm Sofa,Europe - Northern,2019,4930.67
Vitamix Blender,Latin America - Central,2021,1314.24
Lululemon Align Leggings,Africa - Southern,2019,30.01
Ray-Ban Aviators,Oceania - Australia,2020,386.49
Adidas Ultraboost,Oceania - New Zealand,2023,162.58
LG OLED TV,Latin America - Northern,2021,5690.13
Herman Miller Chair,Middle East - Levant,2024,1237.87
Tempur-Pedic Mattress,Asia - Southern,2020,8671.82
Ninja Air Fryer,North America - East,2020,615.0
Instant Pot Pro,Middle East - Levant,2019,294.45
KitchenAid Mixer,Europe - Eastern,2024,1738.82
Vitamix Blender,Europe - Eastern,2023,2314.54
KitchenAid Mixer,Latin America - Southern,2021,1063.98
iPad Pro,Europe - Western,2019,4759.12
Nintendo Switch OLED,Europe - Southern,2019,1814.66
Ninja Air Fryer,Oceania - Australia,2024,1161.72
PlayStation 5,Africa - Western,2019,1163.88
iPad Pro,North America - East,2020,5404.42
Roomba i7+,Asia - Southern,2022,2400.5
KitchenAid Mixer,Asia - Southeastern,2019,483.0
AirPods Pro,Middle East - Gulf,2020,656.26
Levi's 501 Jeans,North America - West,2023,472.8
Nike Air Force 1,Oceania - Australia,2022,70.74
Pottery Barn Dining Table,Latin America - Central,2022,679.55
PlayStation 5,Asia - Southeastern,2020,2011.68
Ninja Air Fryer,Europe - Western,2020,229.27
GoPro Hero 11,Africa - Southern,2024,849.32
Sony WH-1000XM5,Africa - Western,2020,1665.13
GoPro Hero 11,Europe - Eastern,2019,746.65
Ray-Ban Aviators,Latin America - Northern,2021,163.99
Pottery Barn Dining Table,Oceania - Australia,2024,10743.44
Apple Watch Series 8,Europe - Western,2023,2543.67
LG OLED TV,Europe - Eastern,2022,2371.92
Herman Miller Chair,Latin America - Southern,2020,672.49
AirPods Pro,Africa - Southern,2019,1300.6
Nespresso Vertuo,Africa - Eastern,2022,786.8
Lululemon Align Leggings,Europe - Western,2024,434.32
Samsung QLED TV,Oceania - New Zealand,2020,7433.59
Dyson V11 Vacuum,Asia - Southeastern,2024,2358.8
Adidas Ultraboost,Oceania - New Zealand,2020,925.52
Levi's 501 Jeans,North America - East,2019,267.98
Lululemon Align Leggings,Africa - Southern,2023,91.68
IKEA Billy Bookcase,Asia - Southeastern,2019,259.47
Canon EOS R6,Europe - Western,2019,3089.39
Pottery Barn Dining Table,Europe - Western,2022,6899.47
Nespresso Vertuo,North America - East,2023,241.98
Google Pixel 7,Latin America - Southern,2023,446.36
Roomba i7+,Middle East - Gulf,2021,604.86
Vitamix Blender,Africa - Eastern,2024,1329.84
LG OLED TV,Middle East - Levant,2022,11854.47
Adidas Ultraboost,Africa - Eastern,2023,438.6
Roomba i7+,Asia - Southeastern,2023,3583.94
Samsung QLED TV,Asia - Southern,2019,758.87
Ray-Ban Aviators,North America - East,2023,1072.08
Samsung Galaxy S23,Asia - Southeastern,2023,5341.82
Breville Coffee Maker,North America - East,2024,1740.53
IKEA Billy Bookcase,Africa - Eastern,2024,380.28
Adidas Ultraboost,Africa - Western,2024,296.32
Nike Air Force 1,Africa - Eastern,2022,194.0
iPhone 14 Pro,Latin America - Central,2019,3012.45
Apple Watch Series 8,Middle East - Levant,2021,981.46
IKEA Billy Bookcase,Oceania - Australia,2019,566.3
Xbox Series X,Asia - Southeastern,2023,1367.3
PlayStation 5,North America - East,2022,1246.36
Herman Miller Chair,Asia - Southeastern,2021,6511.96
Lululemon Align Leggings,Europe - Eastern,2019,377.53
Lululemon Align Leggings,North America - Central,2020,210.65
Nespresso Vertuo,Asia - Eastern,2019,305.92
IKEA Billy Bookcase,Latin America - Northern,2023,90.78
West Elm Sofa,North America - Central,2022,3486.33
Canon EOS R6,Oceania - Australia,2023,13155.4
Adidas Ultraboost,Middle East - Gulf,2020,670.18
Rolex Submariner,Latin America - Northern,2022,4002.51
PlayStation 5,Latin America - Central,2020,1682.09
GoPro Hero 11,Latin America - Southern,2019,1007.22
Instant Pot Pro,Latin America - Central,2019,189.91
Tempur-Pedic Mattress,Latin America - Northern,2020,4331.93
AirPods Pro,Europe - Northern,2023,354.32
PlayStation 5,Oceania - New Zealand,2024,1619.61
Google Pixel 7,Latin America - Central,2020,1528.87
Adidas Ultraboost,Oceania - New Zealand,2022,1212.82
MacBook Air M2,Oceania - Australia,2021,9824.88
Levi's 501 Jeans,Europe - Eastern,2021,97.25
Ray-Ban Aviators,Europe - Northern,2019,451.52
PlayStation 5,Africa - Southern,2019,1549.88
MacBook Air M2,Africa - Western,2021,5820.08
Nike Air Force 1,North America - East,2020,66.45
Dyson V11 Vacuum,Oceania - Australia,2023,622.86
Samsung QLED TV,Europe - Southern,2021,2954.56
Dyson V11 Vacuum,Asia - Eastern,2022,500.23
AirPods Pro,Oceania - New Zealand,2023,1797.67
Pottery Barn Dining Table,Oceania - Australia,2021,6034.55
Xbox Series X,Europe - Western,2023,2615.45
KitchenAid Mixer,North America - West,2022,1702.45
LG OLED TV,Europe - Northern,2021,8386.84
PlayStation 5,Latin America - Central,2019,574.33
Xbox Series X,Europe - Western,2021,1845.99
Vitamix Blender,Europe - Southern,2020,297.49
MacBook Air M2,North America - Central,2023,7579.59
Levi's 501 Jeans,Europe - Northern,2021,336.32
Adidas Ultraboost,Middle East - Gulf,2021,896.92
Canon EOS R6,North America - West,2019,6034.84
Pottery Barn Dining Table,Asia - Southern,2023,7174.93
Roomba i7+,Middle East - Levant,2024,4419.35
Instant Pot Pro,Asia - Southeastern,2021,574.79
Tempur-Pedic Mattress,Africa - Western,2021,5194.35
GoPro Hero 11,Latin America - Northern,2020,1433.47
Google Pixel 7,Latin America - Northern,2021,381.41
Ninja Air Fryer,Middle East - Levant,2021,558.98
iPhone 14 Pro,Europe - Southern,2021,5810.46
Roomba i7+,Asia - Southeastern,2019,3945.39
Tempur-Pedic Mattress,Europe - Southern,2022,9987.08
Sony WH-1000XM5,Europe - Northern,2020,1004.6
Nike Air Force 1,Europe - Eastern,2021,419.54
Levi's 501 Jeans,North America - East,2021,228.31
Xbox Series X,North America - Central,2023,3967.78
Canon EOS R6,Africa - Southern,2019,11017.78
IKEA Billy Bookcase,Asia - Eastern,2024,467.35
MacBook Air M2,Oceania - New Zealand,2022,9956.43
iPad Pro,Asia - Southern,2024,2671.5
Herman Miller Chair,Middle East - Gulf,2021,3398.84
Herman Miller Chair,Latin America - Central,2022,3395.37
Samsung Galaxy S23,Asia - Eastern,2019,4868.64
Xbox Series X,Asia - Eastern,2020,4101.6
Xbox Series X,Africa - Western,2023,1617.27
Nespresso Vertuo,Asia - Southeastern,2019,803.84
Tempur-Pedic Mattress,Africa - Eastern,2023,6492.36
Lululemon Align Leggings,Latin America - Northern,2023,286.1
Lululemon Align Leggings,Asia - Southeastern,2023,173.47
Microsoft Surface Pro,Oceania - Australia,2021,3200.27
Nike Air Force 1,Latin America - Northern,2019,211.75
Rolex Submariner,Middle East - Levant,2021,23683.31
Dyson V11 Vacuum,Latin America - Southern,2022,2444.2
Microsoft Surface Pro,Africa - Eastern,2022,6489.17
Samsung QLED TV,North America - Central,2024,9348.05
IKEA Billy Bookcase,North America - Central,2021,327.22
AirPods Pro,Europe - Western,2023,2635.38
Rolex Submariner,Europe - Southern,2020,16764.59
Sony WH-1000XM5,Latin America - Central,2022,976.24
Nintendo Switch OLED,Africa - Eastern,2023,1112.08
Sony WH-1000XM5,Latin America - Northern,2024,2071.79
Nespresso Vertuo,Latin America - Central,2023,766.13
Vitamix Blender,Asia - Southern,2024,3069.6
West Elm Sofa,Oceania - New Zealand,2019,2330.68
GoPro Hero 11,North America - West,2021,3214.67
PlayStation 5,Asia - Southern,2019,662.06
LG OLED TV,Latin America - Central,2020,7148.59
West Elm Sofa,North America - Central,2023,11038.96
PlayStation 5,Europe - Northern,2019,2467.38
Vitamix Blender,Africa - Western,2021,1137.94
KitchenAid Mixer,Middle East - Levant,2022,1413.68
IKEA Billy Bookcase,Africa - Southern,2020,196.73
Ninja Air Fryer,Middle East - Gulf,2023,1311.5
AirPods Pro,Middle East - Gulf,2021,1415.56
Rolex Submariner,Middle East - Gulf,2019,12611.58
West Elm Sofa,Oceania - New Zealand,2022,8099.89
Levi's 501 Jeans,North America - Central,2022,367.08
Levi's 501 Jeans,North America - West,2023,472.8
Tempur-Pedic Mattress,Africa - Eastern,2023,6492.36
Herman Miller Chair,North America - Central,2022,6521.47
Ray-Ban Aviators,Africa - Eastern,2020,238.96
Rolex Submariner,Europe - Southern,2020,16764.59
Samsung QLED TV,Middle East - Gulf,2021,10489.55
IKEA Billy Bookcase,Latin America - Central,2022,284.91
Xbox Series X,Asia - Southeastern,2022,4479.73
Levi's 501 Jeans,Africa - Eastern,2019,117.74
KitchenAid Mixer,Europe - Southern,2022,1325.26
Dyson V11 Vacuum,Europe - Northern,2021,4478.46
IKEA Billy Bookcase,Africa - Western,2021,134.56
Levi's 501 Jeans,Africa - Western,2022,114.32
iPad Pro,Africa - Southern,2019,2333.31
Xbox Series X,Africa - Western,2019,470.29
KitchenAid Mixer,Africa - Southern,2024,1610.86
Ninja Air Fryer,Middle East - Levant,2022,727.22
Sony WH-1000XM5,Europe - Northern,2019,1303.95
Dell XPS 13,Europe - Northern,2023,1438.19
Tempur-Pedic Mattress,Middle East - Levant,2019,910.49
Xbox Series X,Middle East - Gulf,2021,3661.79
Canon EOS R6,Africa - Southern,2019,11017.78
Apple Watch Series 8,Middle East - Gulf,2023,1593.81
iPhone 14 Pro,Asia - Southeastern,2021,6214.65
Levi's 501 Jeans,Europe - Eastern,2022,261.65
Nespresso Vertuo,Oceania - New Zealand,2021,390.72
Samsung Galaxy S23,Asia - Eastern,2022,4708.1
PlayStation 5,North America - West,2023,2139.21
MacBook Air M2,Asia - Southeastern,2024,9922.31
Ninja Air Fryer,Asia - Southeastern,2023,1047.85
Nespresso Vertuo,Middle East - Levant,2020,556.61
Google Pixel 7,Asia - Southeastern,2024,1014.17
Dell XPS 13,North America - West,2020,6193.44
AirPods Pro,Europe - Southern,2020,950.55
Vitamix Blender,Oceania - Australia,2023,3039.91
AirPods Pro,North America - East,2023,659.92
Lululemon Align Leggings,Latin America - Northern,2019,100.9
LG OLED TV,Oceania - New Zealand,2022,10339.3
